0,0 5.142.592 1 5.142.592,0 5.142.592,0 5.142.592 5.142.592 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 5.349.024 1 5.349.024,0 5.349.024,0 5.349.024 5.349.024 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 2.310.656 1 2.310.656,0 2.310.656,0 2.310.656 2.310.656 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 5.126.880 1 5.126.880,0 5.126.880,0 5.126.880 5.126.880 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 5.157.696 1 5.157.696,0 5.157.696,0 5.157.696 5.157.696 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 3.400.960 1 3.400.960,0 3.400.960,0 3.400.960 3.400.960 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 4.542.624 1 4.542.624,0 4.542.624,0 4.542.624 4.542.624 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 2.314.784 1 2.314.784,0 2.314.784,0 2.314.784 2.314.784 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 3.399.936 1 3.399.936,0 3.399.936,0 3.399.936 3.399.936 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 2.308.544 1 2.308.544,0 2.308.544,0 2.308.544 2.308.544 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 6.564.000 1 6.564.000,0 6.564.000,0 6.564.000 6.564.000 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 3.399.264 1 3.399.264,0 3.399.264,0 3.399.264 3.399.264 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 5.156.512 1 5.156.512,0 5.156.512,0 5.156.512 5.156.512 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 3.401.408 1 3.401.408,0 3.401.408,0 3.401.408 3.401.408 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 3.401.632 1 3.401.632,0 3.401.632,0 3.401.632 3.401.632 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 5.100.832 1 5.100.832,0 5.100.832,0 5.100.832 5.100.832 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 6.514.240 1 6.514.240,0 6.514.240,0 6.514.240 6.514.240 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 5.141.792 1 5.141.792,0 5.141.792,0 5.141.792 5.141.792 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 5.983.456 1 5.983.456,0 5.983.456,0 5.983.456 5.983.456 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 5.318.560 1 5.318.560,0 5.318.560,0 5.318.560 5.318.560 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 5.121.696 1 5.121.696,0 5.121.696,0 5.121.696 5.121.696 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 5.144.256 1 5.144.256,0 5.144.256,0 5.144.256 5.144.256 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 5.139.232 1 5.139.232,0 5.139.232,0 5.139.232 5.139.232 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 5.149.184 1 5.149.184,0 5.149.184,0 5.149.184 5.149.184 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 5.138.720 1 5.138.720,0 5.138.720,0 5.138.720 5.138.720 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 2.307.744 1 2.307.744,0 2.307.744,0 2.307.744 2.307.744 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 3.399.584 1 3.399.584,0 3.399.584,0 3.399.584 3.399.584 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 2.272.256 1 2.272.256,0 2.272.256,0 2.272.256 2.272.256 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 2.429.920 1 2.429.920,0 2.429.920,0 2.429.920 2.429.920 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 3.400.864 1 3.400.864,0 3.400.864,0 3.400.864 3.400.864 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 2.320.224 1 2.320.224,0 2.320.224,0 2.320.224 2.320.224 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 2.720.576 1 2.720.576,0 2.720.576,0 2.720.576 2.720.576 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 2.438.976 1 2.438.976,0 2.438.976,0 2.438.976 2.438.976 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 2.769.536 1 2.769.536,0 2.769.536,0 2.769.536 2.769.536 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 2.307.392 1 2.307.392,0 2.307.392,0 2.307.392 2.307.392 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 2.317.696 1 2.317.696,0 2.317.696,0 2.317.696 2.317.696 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 3.402.304 1 3.402.304,0 3.402.304,0 3.402.304 3.402.304 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 3.399.680 1 3.399.680,0 3.399.680,0 3.399.680 3.399.680 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 3.398.720 1 3.398.720,0 3.398.720,0 3.398.720 3.398.720 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 2.720.800 1 2.720.800,0 2.720.800,0 2.720.800 2.720.800 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 2.283.616 1 2.283.616,0 2.283.616,0 2.283.616 2.283.616 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 2.765.056 1 2.765.056,0 2.765.056,0 2.765.056 2.765.056 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 3.398.016 1 3.398.016,0 3.398.016,0 3.398.016 3.398.016 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 2.306.944 1 2.306.944,0 2.306.944,0 2.306.944 2.306.944 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 2.313.536 1 2.313.536,0 2.313.536,0 2.313.536 2.313.536 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 2.309.216 1 2.309.216,0 2.309.216,0 2.309.216 2.309.216 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 3.399.232 1 3.399.232,0 3.399.232,0 3.399.232 3.399.232 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 2.771.168 1 2.771.168,0 2.771.168,0 2.771.168 2.771.168 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 2.984.832 1 2.984.832,0 2.984.832,0 2.984.832 2.984.832 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 2.313.888 1 2.313.888,0 2.313.888,0 2.313.888 2.313.888 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 3.399.872 1 3.399.872,0 3.399.872,0 3.399.872 3.399.872 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 2.311.712 1 2.311.712,0 2.311.712,0 2.311.712 2.311.712 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 2.310.752 1 2.310.752,0 2.310.752,0 2.310.752 2.310.752 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 3.400.128 1 3.400.128,0 3.400.128,0 3.400.128 3.400.128 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 2.311.040 1 2.311.040,0 2.311.040,0 2.311.040 2.311.040 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 3.398.208 1 3.398.208,0 3.398.208,0 3.398.208 3.398.208 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 2.308.928 1 2.308.928,0 2.308.928,0 2.308.928 2.308.928 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 2.307.744 1 2.307.744,0 2.307.744,0 2.307.744 2.307.744 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 2.293.088 1 2.293.088,0 2.293.088,0 2.293.088 2.293.088 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 2.320.896 1 2.320.896,0 2.320.896,0 2.320.896 2.320.896 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 2.321.760 1 2.321.760,0 2.321.760,0 2.321.760 2.321.760 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 2.319.136 1 2.319.136,0 2.319.136,0 2.319.136 2.319.136 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 2.996.480 1 2.996.480,0 2.996.480,0 2.996.480 2.996.480 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 2.317.376 1 2.317.376,0 2.317.376,0 2.317.376 2.317.376 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 3.399.744 1 3.399.744,0 3.399.744,0 3.399.744 3.399.744 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 3.400.640 1 3.400.640,0 3.400.640,0 3.400.640 3.400.640 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 2.320.096 1 2.320.096,0 2.320.096,0 2.320.096 2.320.096 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 3.400.864 1 3.400.864,0 3.400.864,0 3.400.864 3.400.864 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 2.642.688 1 2.642.688,0 2.642.688,0 2.642.688 2.642.688 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 3.400.320 1 3.400.320,0 3.400.320,0 3.400.320 3.400.320 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 2.310.912 1 2.310.912,0 2.310.912,0 2.310.912 2.310.912 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 4.539.872 1 4.539.872,0 4.539.872,0 4.539.872 4.539.872 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 3.399.392 1 3.399.392,0 3.399.392,0 3.399.392 3.399.392 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 2.301.824 1 2.301.824,0 2.301.824,0 2.301.824 2.301.824 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 2.423.328 1 2.423.328,0 2.423.328,0 2.423.328 2.423.328 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 3.003.712 1 3.003.712,0 3.003.712,0 3.003.712 3.003.712 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 2.316.096 1 2.316.096,0 2.316.096,0 2.316.096 2.316.096 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 2.855.616 1 2.855.616,0 2.855.616,0 2.855.616 2.855.616 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 2.274.976 1 2.274.976,0 2.274.976,0 2.274.976 2.274.976 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 2.723.072 1 2.723.072,0 2.723.072,0 2.723.072 2.723.072 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 3.400.576 1 3.400.576,0 3.400.576,0 3.400.576 3.400.576 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 2.438.144 1 2.438.144,0 2.438.144,0 2.438.144 2.438.144 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 3.400.480 1 3.400.480,0 3.400.480,0 3.400.480 3.400.480 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 3.401.216 1 3.401.216,0 3.401.216,0 3.401.216 3.401.216 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 3.400.000 1 3.400.000,0 3.400.000,0 3.400.000 3.400.000 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 3.400.608 1 3.400.608,0 3.400.608,0 3.400.608 3.400.608 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 2.323.104 1 2.323.104,0 2.323.104,0 2.323.104 2.323.104 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 4.533.920 1 4.533.920,0 4.533.920,0 4.533.920 4.533.920 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 2.968.864 1 2.968.864,0 2.968.864,0 2.968.864 2.968.864 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 3.399.296 1 3.399.296,0 3.399.296,0 3.399.296 3.399.296 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 2.303.680 1 2.303.680,0 2.303.680,0 2.303.680 2.303.680 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 3.398.912 1 3.398.912,0 3.398.912,0 3.398.912 3.398.912 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 2.959.872 1 2.959.872,0 2.959.872,0 2.959.872 2.959.872 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 2.308.192 1 2.308.192,0 2.308.192,0 2.308.192 2.308.192 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 3.400.032 1 3.400.032,0 3.400.032,0 3.400.032 3.400.032 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 2.309.600 1 2.309.600,0 2.309.600,0 2.309.600 2.309.600 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 2.302.112 1 2.302.112,0 2.302.112,0 2.302.112 2.302.112 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 2.302.496 1 2.302.496,0 2.302.496,0 2.302.496 2.302.496 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 3.400.800 1 3.400.800,0 3.400.800,0 3.400.800 3.400.800 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 2.305.632 1 2.305.632,0 2.305.632,0 2.305.632 2.305.632 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 2.309.984 1 2.309.984,0 2.309.984,0 2.309.984 2.309.984 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 4.552.512 1 4.552.512,0 4.552.512,0 4.552.512 4.552.512 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 2.970.624 1 2.970.624,0 2.970.624,0 2.970.624 2.970.624 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 4.534.784 1 4.534.784,0 4.534.784,0 4.534.784 4.534.784 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 2.310.080 1 2.310.080,0 2.310.080,0 2.310.080 2.310.080 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 2.983.680 1 2.983.680,0 2.983.680,0 2.983.680 2.983.680 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 4.534.912 1 4.534.912,0 4.534.912,0 4.534.912 4.534.912 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 4.539.968 1 4.539.968,0 4.539.968,0 4.539.968 4.539.968 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 2.989.728 1 2.989.728,0 2.989.728,0 2.989.728 2.989.728 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 4.534.976 1 4.534.976,0 4.534.976,0 4.534.976 4.534.976 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 4.534.304 1 4.534.304,0 4.534.304,0 4.534.304 4.534.304 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 3.585.184 1 3.585.184,0 3.585.184,0 3.585.184 3.585.184 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 4.542.080 1 4.542.080,0 4.542.080,0 4.542.080 4.542.080 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 4.531.232 1 4.531.232,0 4.531.232,0 4.531.232 4.531.232 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 3.646.624 1 3.646.624,0 3.646.624,0 3.646.624 3.646.624 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 4.534.720 1 4.534.720,0 4.534.720,0 4.534.720 4.534.720 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 4.531.488 1 4.531.488,0 4.531.488,0 4.531.488 4.531.488 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 4.535.328 1 4.535.328,0 4.535.328,0 4.535.328 4.535.328 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 4.535.520 1 4.535.520,0 4.535.520,0 4.535.520 4.535.520 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 2.900.832 1 2.900.832,0 2.900.832,0 2.900.832 2.900.832 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 2.309.824 1 2.309.824,0 2.309.824,0 2.309.824 2.309.824 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 2.304.864 1 2.304.864,0 2.304.864,0 2.304.864 2.304.864 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 2.311.136 1 2.311.136,0 2.311.136,0 2.311.136 2.311.136 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 4.534.304 1 4.534.304,0 4.534.304,0 4.534.304 4.534.304 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 4.537.408 1 4.537.408,0 4.537.408,0 4.537.408 4.537.408 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 7.311.296 1 7.311.296,0 7.311.296,0 7.311.296 7.311.296 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 2.967.360 1 2.967.360,0 2.967.360,0 2.967.360 2.967.360 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 2.950.272 1 2.950.272,0 2.950.272,0 2.950.272 2.950.272 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 4.534.656 1 4.534.656,0 4.534.656,0 4.534.656 4.534.656 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 4.552.064 1 4.552.064,0 4.552.064,0 4.552.064 4.552.064 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 4.535.040 1 4.535.040,0 4.535.040,0 4.535.040 4.535.040 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 4.533.760 1 4.533.760,0 4.533.760,0 4.533.760 4.533.760 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 3.003.680 1 3.003.680,0 3.003.680,0 3.003.680 3.003.680 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 2.964.288 1 2.964.288,0 2.964.288,0 2.964.288 2.964.288 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 4.544.320 1 4.544.320,0 4.544.320,0 4.544.320 4.544.320 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 3.008.096 1 3.008.096,0 3.008.096,0 3.008.096 3.008.096 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 2.315.008 1 2.315.008,0 2.315.008,0 2.315.008 2.315.008 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 3.055.040 1 3.055.040,0 3.055.040,0 3.055.040 3.055.040 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 4.534.816 1 4.534.816,0 4.534.816,0 4.534.816 4.534.816 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 4.533.664 1 4.533.664,0 4.533.664,0 4.533.664 4.533.664 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 4.533.408 1 4.533.408,0 4.533.408,0 4.533.408 4.533.408 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 4.551.008 1 4.551.008,0 4.551.008,0 4.551.008 4.551.008 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 3.222.240 1 3.222.240,0 3.222.240,0 3.222.240 3.222.240 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 4.561.152 1 4.561.152,0 4.561.152,0 4.561.152 4.561.152 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 4.534.240 1 4.534.240,0 4.534.240,0 4.534.240 4.534.240 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 2.963.616 1 2.963.616,0 2.963.616,0 2.963.616 2.963.616 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 3.663.584 1 3.663.584,0 3.663.584,0 3.663.584 3.663.584 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 2.970.080 1 2.970.080,0 2.970.080,0 2.970.080 2.970.080 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 4.533.920 1 4.533.920,0 4.533.920,0 4.533.920 4.533.920 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 2.303.840 1 2.303.840,0 2.303.840,0 2.303.840 2.303.840 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 4.537.952 1 4.537.952,0 4.537.952,0 4.537.952 4.537.952 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 4.535.424 1 4.535.424,0 4.535.424,0 4.535.424 4.535.424 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 4.533.344 1 4.533.344,0 4.533.344,0 4.533.344 4.533.344 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 2.314.176 1 2.314.176,0 2.314.176,0 2.314.176 2.314.176 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 3.454.560 1 3.454.560,0 3.454.560,0 3.454.560 3.454.560 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 4.535.680 1 4.535.680,0 4.535.680,0 4.535.680 4.535.680 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 2.964.832 1 2.964.832,0 2.964.832,0 2.964.832 2.964.832 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 4.534.144 1 4.534.144,0 4.534.144,0 4.534.144 4.534.144 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 4.534.880 1 4.534.880,0 4.534.880,0 4.534.880 4.534.880 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 4.534.752 1 4.534.752,0 4.534.752,0 4.534.752 4.534.752 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 2.970.048 1 2.970.048,0 2.970.048,0 2.970.048 2.970.048 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 4.532.096 1 4.532.096,0 4.532.096,0 4.532.096 4.532.096 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 2.992.640 1 2.992.640,0 2.992.640,0 2.992.640 2.992.640 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 2.281.472 1 2.281.472,0 2.281.472,0 2.281.472 2.281.472 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 4.536.416 1 4.536.416,0 4.536.416,0 4.536.416 4.536.416 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 4.536.672 1 4.536.672,0 4.536.672,0 4.536.672 4.536.672 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 4.543.104 1 4.543.104,0 4.543.104,0 4.543.104 4.543.104 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 3.242.816 1 3.242.816,0 3.242.816,0 3.242.816 3.242.816 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 4.550.048 1 4.550.048,0 4.550.048,0 4.550.048 4.550.048 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 3.638.400 1 3.638.400,0 3.638.400,0 3.638.400 3.638.400 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 2.309.184 1 2.309.184,0 2.309.184,0 2.309.184 2.309.184 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 4.542.784 1 4.542.784,0 4.542.784,0 4.542.784 4.542.784 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 4.533.024 1 4.533.024,0 4.533.024,0 4.533.024 4.533.024 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 2.970.240 1 2.970.240,0 2.970.240,0 2.970.240 2.970.240 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 2.315.168 1 2.315.168,0 2.315.168,0 2.315.168 2.315.168 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 4.546.208 1 4.546.208,0 4.546.208,0 4.546.208 4.546.208 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 3.722.816 1 3.722.816,0 3.722.816,0 3.722.816 3.722.816 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 4.532.512 1 4.532.512,0 4.532.512,0 4.532.512 4.532.512 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 4.533.536 1 4.533.536,0 4.533.536,0 4.533.536 4.533.536 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 3.007.168 1 3.007.168,0 3.007.168,0 3.007.168 3.007.168 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 4.532.992 1 4.532.992,0 4.532.992,0 4.532.992 4.532.992 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 4.535.232 1 4.535.232,0 4.535.232,0 4.535.232 4.535.232 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 3.346.304 1 3.346.304,0 3.346.304,0 3.346.304 3.346.304 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 4.535.168 1 4.535.168,0 4.535.168,0 4.535.168 4.535.168 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 2.978.112 1 2.978.112,0 2.978.112,0 2.978.112 2.978.112 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 2.882.592 1 2.882.592,0 2.882.592,0 2.882.592 2.882.592 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 4.534.624 1 4.534.624,0 4.534.624,0 4.534.624 4.534.624 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 2.308.672 1 2.308.672,0 2.308.672,0 2.308.672 2.308.672 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 4.535.904 1 4.535.904,0 4.535.904,0 4.535.904 4.535.904 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
